sampleid,substance,pubchemcid,cas,unii,abundance,method,date_complete,card,primary,trace,lab_null,lab_num_substances_any,lab_num_substances,confirmatory,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_designer_benzos_any,lab_benzos_any,lab_nitazenes_any,lab_opiates_opioids_any,lab_synthetic_cannabinoids_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,_merge
"400205","p-fluorofentanyl",62300,"90736-23-5","I45R05QM0Z","","GCMS",26jan2023,752,1,0,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400222","N-propionyl norfentanyl",156588936,"1890117-32-4","","trace","GCMS",26jan2023,765,0,1,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"400222","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","","GCMS",26jan2023,765,1,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"400222","N-phenylpropanamide",12107,"620-71-3","UYP5ZQI00T","trace","GCMS",26jan2023,765,0,1,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"400222","phenethyl 4-ANPP",165365057,"","","trace","GCMS",26jan2023,765,0,1,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"400222","tramadol",33741,"123154-38-1","39J1LGJ30J","","GCMS",26jan2023,765,1,0,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400222","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",26jan2023,765,1,0,,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400236","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",26jan2023,778,1,0,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400268","non-specific organic acids",,"","","","GCMS",31jan2023,805,1,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400268","non-specific organic acids",,"","","","GCMS",31jan2023,805,1,0,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"400268","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",31jan2023,805,1,0,,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","p-fluoro norfentanyl",,"","","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","ethyl-4-ANPP",156346345,"","","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803204","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","","GCMS",12jul2024,4879,1,0,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803204","dimethyl sulfone (methylsulfonylmethane MSM)",6213,"67-71-0","9H4PO4Z4FT","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","despropionyl p-fluorofentanyl",21812144,"122861-41-0","R8ZH1EQ95Y","","GCMS",12jul2024,4879,1,0,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Matched (3)"
"803204","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",12jul2024,4879,1,0,,11,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","p-fluoro 4-ANPP",21812144,"122861-41-0","R8ZH1EQ95Y","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","phenacetin",4754,"62-44-2","ER0CTH01H9","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Matched (3)"
"803204","1-phenethyl-4-propionyloxypiperidine",91725431,"1462260-87-2","3D9E9KK5K5","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","p-fluorofentanyl",62300,"90736-23-5","I45R05QM0Z","","GCMS",12jul2024,4879,1,0,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803204","phenethyl 4-ANPP",165365057,"","","trace","GCMS",12jul2024,4879,0,1,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803205","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",17jun2024,4880,1,0,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803205","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","","GCMS",17jun2024,4880,1,0,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803262","acetylcodeine",5486550,"6703-27-1","U59401ETXH","trace","GCMS",12jul2024,4924,0,1,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Matched (3)"
"803262","heroin",5462328,"561-27-3","70D95007SX","","GCMS",12jul2024,4924,1,0,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803262","6-monoacetylmorphine (6-MAM)",5462507,"2784-73-8","M5E47P1ZCH","trace","GCMS",12jul2024,4924,0,1,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803267","acetylcodeine",5486550,"6703-27-1","U59401ETXH","","GCMS",17jun2024,4927,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Matched (3)"
"803267","papaverine",4680,"58-74-2","DAA13NKG2Q","trace","GCMS",17jun2024,4927,0,1,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Matched (3)"
"803267","heroin",5462328,"561-27-3","70D95007SX","","GCMS",17jun2024,4927,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803298","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","","GCMS",17jun2024,4950,1,0,,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803298","ethyl-4-ANPP",156346345,"","","","GCMS",17jun2024,4950,1,0,,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803298","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",17jun2024,4950,1,0,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803298","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",17jun2024,4950,1,0,,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803302","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",16may2024,4952,1,0,,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803302","phenethyl 4-ANPP",165365057,"","","","GCMS",16may2024,4952,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803302","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","","GCMS",16may2024,4952,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803309","cocaine",446220,"50-36-2","I5Y540LHVR","","GCMS",30may2024,4958,1,0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803327","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","trace","GCMS",10jun2024,4974,0,1,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803327","N-phenylpropanamide",12107,"620-71-3","UYP5ZQI00T","trace","GCMS",10jun2024,4974,0,1,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803327","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",10jun2024,4974,1,0,,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803327","ethyl-4-ANPP",156346345,"","","","GCMS",10jun2024,4974,1,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803327","erythritol",,"","","","GCMS",10jun2024,4974,1,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803333","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",17jun2024,4979,1,0,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803355","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",17jun2024,4996,1,0,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803355","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",17jun2024,4996,1,0,,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803382","heroin",5462328,"561-27-3","70D95007SX","","GCMS",12jul2024,5016,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803387","alprazolam",2118,"28981-97-7","YU55MQ3IZY","","GCMS",24jan2024,5018,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803398","ethyl-4-ANPP",156346345,"","","","GCMS",12jun2024,5026,1,0,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803398","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","trace","GCMS",12jun2024,5026,0,1,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803398","N-phenylpropanamide",12107,"620-71-3","UYP5ZQI00T","trace","GCMS",12jun2024,5026,0,1,,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803398","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",12jun2024,5026,1,0,,5,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803398","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",12jun2024,5026,1,0,,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803420","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",30may2024,5044,1,0,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803462","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",07jun2024,5075,1,0,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803478","no compounds of interest detected",,"","","","GCMS",12jul2024,5085,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803483","N-phenylpropanamide",12107,"620-71-3","UYP5ZQI00T","trace","GCMS",07jun2024,5090,0,1,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803483","fentanyl",3345,"437-38-7","UF599785JZ","","GCMS",07jun2024,5090,1,0,,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
"803483","4-ANPP",88890,"21409-26-7","Q88EHD0U8G","trace","GCMS",07jun2024,5090,0,1,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"803483","ethyl-4-ANPP",156346345,"","","","GCMS",07jun2024,5090,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matched (3)"
"901001","methamphetamine",10836,"537-46-2","44RAL3456C","","GCMS",26jan2023,6259,1,0,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matched (3)"
